id,start1,end1,start2,end2,length,distance
1098,729685,729755,1355101,1355171,70,625346
1099,729688,729745,1229226,1229283,57,499481
1100,729688,729745,1302215,1302272,57,572470
1101,729688,729746,2100495,2100553,58,1370749
1102,729688,729745,2745591,2745648,57,1992802
1103,729688,729745,2919235,2919292,57,1819158
1104,729688,729745,2949781,2949838,57,1788612
1105,729688,729745,3763797,3763854,57,974596
1106,769653,769727,3392984,3393058,74,1385357
1107,769653,769727,3393178,3393252,74,1385163
1108,769657,769727,1464026,1464096,70,694299
1109,769658,769730,3416430,3416502,72,1361918
1110,769659,769727,1002510,1002578,68,232783
1111,769659,769727,1002673,1002741,68,232946
1112,769659,769730,1464162,1464233,71,694432
1113,769659,769730,1487219,1487290,71,717489
1114,769659,769730,2145332,2145403,71,1375602
1115,769659,769730,2203854,2203925,71,1434124
1116,769659,769730,2400855,2400926,71,1631125
1117,769659,769730,3564493,3564564,71,1213857
1118,769659,769730,3590371,3590442,71,1187979
1119,769662,769720,1819290,1819348,58,1049570
1120,769662,769720,1995047,1995105,58,1225327
1121,769662,769720,2770055,2770113,58,2000335
1122,769662,769720,2937763,2937821,58,1840603
1123,769662,769720,2938052,2938110,58,1840314
1124,769663,769726,1286863,1286926,63,517137
1125,769663,769720,1733100,1733157,57,963380
1126,769663,769720,1954333,1954390,57,1184613
1127,769663,769720,2113842,2113899,57,1344122
1128,769663,769720,2239246,2239303,57,1469526
1129,769663,769720,2741916,2741973,57,1972196
1130,769663,769720,2924771,2924828,57,1853597
1131,769663,769730,3237825,3237892,67,1540533
1132,769663,769720,3665642,3665699,57,1112726
1133,769663,769720,3995480,3995537,57,782888
1134,769670,769720,3547250,3547300,50,1231132
1135,769787,769866,2400844,2400923,79,1630978
1136,769788,769877,1002500,1002589,89,232623
1137,769788,769867,1002663,1002742,79,232796
1138,769789,769866,1464153,1464230,77,694287
1139,769789,769866,2145323,2145400,77,1375457
1140,769789,769866,2203845,2203922,77,1433979
1141,769790,769866,3590363,3590439,76,1188113
1142,769792,769866,3564487,3564561,74,1213993
1143,769796,769866,1487217,1487287,70,717351
1144,769798,769883,1464028,1464113,85,694145
1145,769798,769875,3392990,3393067,77,1385493
1146,769798,769867,3393184,3393253,69,1385307
1147,769798,769866,3416431,3416499,68,1362061
1148,769801,769859,1819290,1819348,58,1049431
1149,769801,769859,1995047,1995105,58,1225188
1150,769801,769859,2770055,2770113,58,2000196
1151,769801,769859,2937763,2937821,58,1840742
1152,769801,769859,2938052,2938110,58,1840453
1153,769802,769865,1286863,1286926,63,516998
1154,769802,769859,1733100,1733157,57,963241
1155,769802,769859,1954333,1954390,57,1184474
1156,769802,769859,2113842,2113899,57,1343983
1157,769802,769859,2239246,2239303,57,1469387
1158,769802,769859,2741916,2741973,57,1972057
1159,769802,769859,2924771,2924828,57,1853736
1160,769802,769866,3237825,3237889,64,1540675
1161,769802,769859,3665642,3665699,57,1112865
1162,769802,769859,3995480,3995537,57,783027
1163,769809,769859,3547250,3547300,50,1231271
1164,786539,786648,1068146,1068255,109,281498
1165,787217,787302,2020997,2021082,85,1233695
1166,789831,789881,2359257,2359307,50,1569376
1167,807284,807347,3738437,3738500,63,1077546
1168,810551,810769,952838,953056,218,142069
1169,810563,810761,810594,810792,198,4008533
1170,810563,810730,810625,810792,167,4008533
1171,810563,810699,810656,810792,136,4008533
1172,810563,810792,902207,902436,229,91415
1173,810563,810792,902238,902467,229,91446
1174,810563,810762,902269,902468,199,91507
1175,810563,810731,902300,902468,168,91569
1176,810563,810700,902331,902468,137,91631
1177,810563,810669,902362,902468,106,91693
1178,810563,810638,902393,902468,75,91755
1179,810563,810738,952881,953056,175,142143
1180,810563,810707,952912,953056,144,142205
1181,810563,810676,952943,953056,113,142267
1182,810563,810645,952974,953056,82,142329
1183,810563,810614,953005,953056,51,142391
1184,810563,810701,953221,953359,138,142520
1185,810563,810670,953252,953359,107,142582
1186,810563,810639,953283,953359,76,142644
1187,810563,810751,2113894,2114082,188,1303143
1188,810563,810720,2113925,2114082,157,1303205
1189,810563,810689,2113956,2114082,126,1303267
1190,810563,810658,2113987,2114082,95,1303329
1191,810563,810627,2114018,2114082,64,1303391
1192,810563,810762,2114161,2114360,199,1303399
1193,810563,810731,2114192,2114360,168,1303461
1194,810563,810700,2114223,2114360,137,1303523
1195,810563,810669,2114254,2114360,106,1303585
1196,810563,810638,2114285,2114360,75,1303647
1197,810563,810692,2387938,2388067,129,1577246
1198,810563,810661,2387969,2388067,98,1577308
1199,810563,810630,2388000,2388067,67,1577370
1200,810563,810669,2388093,2388199,106,1577424
1201,810563,810638,2388124,2388199,75,1577486
1202,810563,810661,2464336,2464434,98,1653675
1203,810563,810630,2464367,2464434,67,1653737
1204,810563,810692,2464460,2464589,129,1653768
1205,810563,810661,2464491,2464589,98,1653830
1206,810563,810630,2464522,2464589,67,1653892
1207,810563,810671,2464615,2464723,108,1653944
1208,810563,810640,2464646,2464723,77,1654006
1209,810563,810669,2552417,2552523,106,1741748
1210,810563,810638,2552448,2552523,75,1741810
1211,810563,810678,2804326,2804441,115,1993648
1212,810563,810647,2804357,2804441,84,1993710
1213,810563,810616,2804388,2804441,53,1993772
1214,810563,810669,2852025,2852131,106,1967194
1215,810563,810638,2852056,2852131,75,1967194
1216,810563,810785,3665694,3665916,222,1153409
1217,810563,810754,3665725,3665916,191,1153409
1218,810563,810723,3665756,3665916,160,1153409
1219,810563,810692,3665787,3665916,129,1153409
1220,810563,810661,3665818,3665916,98,1153409
1221,810563,810630,3665849,3665916,67,1153409
1222,810563,810700,3665942,3666079,137,1153246
1223,810563,810669,3665973,3666079,106,1153246
1224,810563,810638,3666004,3666079,75,1153246
1225,810563,810792,3687323,3687552,229,1131773
1226,810563,810792,3687354,3687583,229,1131742
1227,810563,810792,3687385,3687614,229,1131711
1228,810563,810792,3687416,3687645,229,1131680
1229,810563,810792,3687447,3687676,229,1131649
1230,810563,810762,3687478,3687677,199,1131648
1231,810563,810731,3687509,3687677,168,1131648
1232,810563,810700,3687540,3687677,137,1131648
1233,810563,810669,3687571,3687677,106,1131648
1234,810563,810638,3687602,3687677,75,1131648
1235,810563,810701,3995532,3995670,138,823655
1236,810563,810670,3995563,3995670,107,823655
1237,810563,810639,3995594,3995670,76,823655
1238,810567,810692,2464309,2464434,125,1653617
1239,810569,810700,2388068,2388199,131,1577368
1240,810569,810723,2464435,2464589,154,1653712
1241,810569,810702,2464590,2464723,133,1653888
1242,810569,810731,3665917,3666079,162,1153252
1243,810571,810638,1264160,1264227,67,453522
1244,810571,810637,1951065,1951131,66,1140428
1245,810572,810732,953199,953359,160,142467
1246,810572,810792,2114139,2114359,220,1303347
1247,810572,810700,2552395,2552523,128,1741695
1248,810572,810638,2696911,2696977,66,1886273
1249,810572,810700,2852003,2852131,128,1967203
1250,810582,810792,902195,902405,210,91403
1251,810582,810782,2113882,2114082,200,1303100
1252,810582,810792,3665682,3665892,210,1153452
1253,810582,810732,3995520,3995670,150,823674
1254,810588,810709,2804320,2804441,121,1993611
1255,810588,810792,3687317,3687521,204,1131829
1256,810591,810723,2387935,2388067,132,1577212
1257,810594,810792,952850,953048,198,142058
1258,810598,810723,2464309,2464434,125,1653586
1259,810600,810731,2388068,2388199,131,1577337
1260,810600,810754,2464435,2464589,154,1653681
1261,810600,810733,2464590,2464723,133,1653857
1262,810600,810762,3665917,3666079,162,1153283
1263,810602,810669,1264160,1264227,67,453491
1264,810602,810668,1951065,1951131,66,1140397
1265,810603,810763,953199,953359,160,142436
1266,810603,810792,2114139,2114328,189,1303347
1267,810603,810731,2552395,2552523,128,1741664
1268,810603,810669,2696911,2696977,66,1886242
1269,810603,810731,2852003,2852131,128,1967234
1270,810613,810792,902195,902374,179,91403
1271,810613,810792,2113882,2114061,179,1303090
1272,810613,810792,3665682,3665861,179,1153514
1273,810613,810763,3995520,3995670,150,823705
1274,810619,810740,2804320,2804441,121,1993580
1275,810619,810792,3687317,3687490,173,1131891
1276,810622,810754,2387935,2388067,132,1577181
1277,810625,810792,952850,953017,167,142058
1278,810629,810754,2464309,2464434,125,1653555
1279,810631,810762,2388068,2388199,131,1577306
1280,810631,810785,2464435,2464589,154,1653650
1281,810631,810764,2464590,2464723,133,1653826
1282,810631,810792,3665917,3666078,161,1153315
1283,810633,810700,1264160,1264227,67,453460
1284,810633,810699,1951065,1951131,66,1140366
1285,810634,810792,953199,953357,158,142407
1286,810634,810792,2114139,2114297,158,1303347
1287,810634,810762,2552395,2552523,128,1741633
1288,810634,810700,2696911,2696977,66,1886211
1289,810634,810762,2852003,2852131,128,1967265
1290,810644,810792,902195,902343,148,91403
1291,810644,810792,2113882,2114030,148,1303090
1292,810644,810792,3665682,3665830,148,1153576
1293,810644,810792,3995520,3995668,148,823738
1294,810650,810771,2804320,2804441,121,1993549
1295,810650,810792,3687317,3687459,142,1131953
1296,810653,810785,2387935,2388067,132,1577150
1297,810656,810792,952850,952986,136,142058
1298,810660,810785,2464309,2464434,125,1653524
1299,810662,810792,2388068,2388198,130,1577276
1300,810662,810792,2464435,2464565,130,1653643
1301,810662,810792,2464590,2464720,130,1653798
1302,810662,810792,3665917,3666047,130,1153377
1303,810664,810731,1264160,1264227,67,453429
1304,810664,810730,1951065,1951131,66,1140335
1305,810665,810792,953199,953326,127,142407
1306,810665,810792,2114139,2114266,127,1303347
1307,810665,810792,2552395,2552522,127,1741603
1308,810665,810731,2696911,2696977,66,1886180
1309,810665,810792,2852003,2852130,127,1967297
1310,810675,810792,902195,902312,117,91403
1311,810675,810792,2113882,2113999,117,1303090
1312,810675,810792,3665682,3665799,117,1153638
1313,810675,810792,3995520,3995637,117,823800
1314,810681,810792,2804320,2804431,111,1993528
1315,810681,810792,3687317,3687428,111,1132015
1316,810684,810792,2387935,2388043,108,1577143
1317,810687,810792,952850,952955,105,142058
1318,810691,810792,2464309,2464410,101,1653517
1319,810693,810792,2388068,2388167,99,1577276
1320,810693,810792,2464435,2464534,99,1653643
1321,810693,810792,2464590,2464689,99,1653798
1322,810693,810792,3665917,3666016,99,1153439
1323,810695,810762,1264160,1264227,67,453398
1324,810695,810761,1951065,1951131,66,1140304
1325,810696,810792,953199,953295,96,142407
1326,810696,810792,2114139,2114235,96,1303347
1327,810696,810792,2552395,2552491,96,1741603
1328,810696,810762,2696911,2696977,66,1886149
1329,810696,810792,2852003,2852099,96,1967359
1330,810706,810792,902195,902281,86,91403
1331,810706,810792,2113882,2113968,86,1303090
1332,810706,810792,3665682,3665768,86,1153700
1333,810706,810792,3995520,3995606,86,823862
1334,810712,810792,2804320,2804400,80,1993528
1335,810712,810792,3687317,3687397,80,1132077
1336,810715,810792,2387935,2388012,77,1577143
1337,810718,810792,952850,952924,74,142058
1338,810722,810792,2464309,2464379,70,1653517
1339,810724,810792,2388068,2388136,68,1577276
1340,810724,810792,2464435,2464503,68,1653643
1341,810724,810792,2464590,2464658,68,1653798
1342,810724,810792,3665917,3665985,68,1153501
1343,810726,810792,1264160,1264226,66,453368
1344,810726,810794,1951065,1951133,68,1140271
1345,810727,810792,953199,953264,65,142407
1346,810727,810792,2114139,2114204,65,1303347
1347,810727,810792,2552395,2552460,65,1741603
1348,810727,810792,2696911,2696976,65,1886119
1349,810727,810792,2852003,2852068,65,1967421
1350,810737,810792,902195,902250,55,91403
1351,810737,810792,2113882,2113937,55,1303090
1352,810737,810792,3665682,3665737,55,1153762
1353,810737,810792,3995520,3995575,55,823924
1354,826281,826339,1345326,1345384,58,518987
1355,830779,830873,1664310,1664404,94,833437
1356,840711,840772,2388037,2388098,61,1547265
1357,856820,856873,3259452,3259505,53,1606077
1358,856863,856929,873203,873269,66,16274
1359,856863,856953,3402468,3402558,90,1463067
1360,856874,856962,3634125,3634213,88,1231423
1361,856876,856953,3259508,3259585,77,1606053
1362,856883,857008,1776393,1776518,125,919385
1363,856884,856972,873092,873180,88,16120
1364,856884,856961,3331328,3331405,77,1534241
1365,856885,856959,1525708,1525782,74,668749
1366,856885,856961,1776525,1776601,76,919564
1367,856885,856959,2183010,2183084,74,1326051
1368,856885,856961,2483608,2483684,76,1626647
1369,856885,856953,3234300,3234368,68,1631279
1370,856885,856959,3330910,3330984,74,1534663
1371,856885,856961,3331083,3331159,76,1534488
1372,856885,856961,3331469,3331545,76,1534102
1373,856885,856961,3386403,3386479,76,1479168
1374,856885,856953,3402618,3402686,68,1462961
1375,856885,856959,3507478,3507552,74,1358095
1376,856885,856961,3633939,3634015,76,1231632
1377,856886,856949,2321927,2321990,63,1464978
1378,856889,856972,1355101,1355184,83,498129
1379,856892,856949,1229226,1229283,57,372277
1380,856892,856949,1302215,1302272,57,445266
1381,856892,856950,2100495,2100553,58,1243545
1382,856892,856949,2745591,2745648,57,1888642
1383,856892,856949,2919235,2919292,57,1946362
1384,856892,856949,2949781,2949838,57,1915816
1385,856892,856949,3763797,3763854,57,1101800
1386,857008,857091,2483601,2483684,83,1626510
1387,857009,857101,1776519,1776611,92,919418
1388,857011,857089,2183006,2183084,78,1325917
1389,857011,857083,3234296,3234368,72,1631405
1390,857011,857089,3330906,3330984,78,1534789
1391,857011,857092,3331079,3331160,81,1534613
1392,857011,857092,3331465,3331546,81,1534227
1393,857011,857093,3386399,3386481,82,1479292
1394,857011,857089,3507474,3507552,78,1358221
1395,857012,857089,1525705,1525782,77,668616
1396,857012,857083,3402615,3402686,71,1463088
1397,857014,857095,3633938,3634019,81,1231757
1398,857015,857091,873093,873169,76,16002
1399,857015,857091,1776395,1776471,76,919304
1400,857015,857083,3259517,3259585,68,1606192
1401,857015,857092,3331329,3331406,77,1534371
1402,857015,857083,3402490,3402558,68,1463219
1403,857015,857091,3634136,3634212,76,1231565
1404,857016,857079,2321927,2321990,63,1464848
1405,857019,857091,1355101,1355173,72,498010
1406,857022,857079,1229226,1229283,57,372147
1407,857022,857079,1302215,1302272,57,445136
1408,857022,857080,2100495,2100553,58,1243415
1409,857022,857079,2745591,2745648,57,1888512
1410,857022,857079,2919235,2919292,57,1946492
1411,857022,857079,2949781,2949838,57,1915946
1412,857022,857079,3763797,3763854,57,1101930
1413,857142,857263,2483563,2483684,121,1626300
1414,857181,857264,1776519,1776602,83,919255
1415,857183,857261,2183006,2183084,78,1325745
1416,857183,857255,3234296,3234368,72,1631577
1417,857183,857261,3330906,3330984,78,1534961
1418,857183,857265,3331079,3331161,82,1534784
1419,857183,857265,3331465,3331547,82,1534398
1420,857183,857264,3386399,3386480,81,1479465
1421,857183,857261,3507474,3507552,78,1358393
1422,857184,857261,1525705,1525782,77,668444
1423,857184,857255,3402615,3402686,71,1463260
1424,857186,857264,3633938,3634016,78,1231932
1425,857187,857263,873093,873169,76,15830
1426,857187,857263,1776395,1776471,76,919132
1427,857187,857255,3259517,3259585,68,1606364
1428,857187,857265,3331329,3331407,78,1534542
1429,857187,857255,3402490,3402558,68,1463391
1430,857187,857263,3634136,3634212,76,1231737
1431,857188,857251,2321927,2321990,63,1464676
1432,857191,857263,1355101,1355173,72,497838
1433,857194,857251,1229226,1229283,57,371975
1434,857194,857251,1302215,1302272,57,444964
1435,857194,857252,2100495,2100553,58,1243243
1436,857194,857251,2745591,2745648,57,1888340
1437,857194,857251,2919235,2919292,57,1946664
1438,857194,857251,2949781,2949838,57,1916118
1439,857194,857251,3763797,3763854,57,1102102
1440,873089,873169,3331325,3331405,80,1550446
1441,873092,873180,1776394,1776482,88,903214
1442,873092,873161,3259516,3259585,69,1622269
1443,873092,873161,3402489,3402558,69,1479296
1444,873092,873170,3634135,3634213,78,1247641
1445,873093,873167,1525708,1525782,74,652541
1446,873093,873169,1776525,1776601,76,903356
1447,873093,873167,2183010,2183084,74,1309843
1448,873093,873169,2483608,2483684,76,1610439
1449,873093,873161,3234300,3234368,68,1647487
1450,873093,873167,3330910,3330984,74,1550871
1451,873093,873169,3331083,3331159,76,1550696
1452,873093,873169,3331469,3331545,76,1550310
1453,873093,873169,3386403,3386479,76,1495376
1454,873093,873161,3402618,3402686,68,1479169
1455,873093,873167,3507478,3507552,74,1374303
1456,873093,873169,3633939,3634015,76,1247840
1457,873094,873157,2321927,2321990,63,1448770
1458,873097,873183,1355101,1355187,86,481918
1459,873100,873157,1229226,1229283,57,356069
1460,873100,873157,1302215,1302272,57,429058
1461,873100,873158,2100495,2100553,58,1227337
1462,873100,873157,2745591,2745648,57,1872434
1463,873100,873157,2919235,2919292,57,1962570
1464,873100,873157,2949781,2949838,57,1932024
1465,873100,873157,3763797,3763854,57,1118008
1466,873202,873269,3402467,3402534,67,1479430
1467,873214,873269,3634125,3634180,55,1247796
1468,873216,873269,3259508,3259561,53,1622417
1469,873577,873637,3763754,3763814,60,1118525
1470,873579,873631,2310210,2310262,52,1436579
1471,873581,873643,873612,873674,62,4008669
1472,873581,873674,973810,973903,93,100136
1473,873581,873674,973841,973934,93,100167
1474,873581,873647,973872,973938,66,100225
1475,873581,873674,974120,974213,93,100446
1476,873581,873647,974151,974217,66,100504
1477,873581,873674,1211103,1211196,93,337429
1478,873581,873674,1211134,1211227,93,337460
1479,873581,873674,1211165,1211258,93,337491
1480,873581,873647,1211196,1211262,66,337549
1481,873581,873674,1302052,1302145,93,428378
1482,873581,873674,1302083,1302176,93,428409
1483,873581,873674,1302114,1302207,93,428440
1484,873581,873668,1302145,1302232,87,428477
1485,873581,873637,1302176,1302232,56,428539
1486,873581,873674,1761453,1761546,93,887779
1487,873581,873651,1761484,1761554,70,887833
1488,873581,873674,1767331,1767424,93,893657
1489,873581,873674,1767362,1767455,93,893688
1490,873581,873647,1767393,1767459,66,893746
1491,873581,873674,2949680,2949773,93,1932570
1492,873581,873668,2949711,2949798,87,1932545
1493,873581,873637,2949742,2949798,56,1932545
1494,873581,873674,3285695,3285788,93,1596555
1495,873581,873674,3285726,3285819,93,1596524
1496,873581,873647,3285757,3285823,66,1596520
1497,873581,873674,3340390,3340483,93,1541860
1498,873581,873674,3340421,3340514,93,1541829
1499,873581,873674,3340452,3340545,93,1541798
1500,873581,873674,3340483,3340576,93,1541767
1501,873581,873674,3340514,3340607,93,1541736
1502,873581,873674,3340545,3340638,93,1541705
1503,873581,873647,3340576,3340642,66,1541701
1504,873581,873674,3372748,3372841,93,1509502
1505,873581,873674,3372779,3372872,93,1509471
1506,873581,873674,3372810,3372903,93,1509440
1507,873581,873674,3372841,3372934,93,1509409
1508,873581,873674,3372872,3372965,93,1509378
1509,873581,873659,3372903,3372981,78,1509362
1510,873582,873674,973780,973872,92,100106
1511,873582,873674,1211073,1211165,92,337399
1512,873582,873674,1302022,1302114,92,428348
1513,873582,873674,3285665,3285757,92,1596587
1514,873582,873674,3372718,3372810,92,1509534
1515,873583,873647,1343923,1343987,64,470276
1516,873596,873674,974104,974182,78,100430
1517,873611,873674,1767330,1767393,63,893656
1518,873612,873674,1761453,1761515,62,887779
1519,873612,873662,2310212,2310262,50,1436550
1520,873612,873674,2949680,2949742,62,1932632
1521,873612,873674,3340390,3340452,62,1541922
1522,873612,873668,3763758,3763814,56,1118560
1523,873613,873674,973780,973841,61,100106
1524,873613,873674,1211073,1211134,61,337399
1525,873613,873674,1302022,1302083,61,428348
1526,873613,873674,3285665,3285726,61,1596649
1527,873613,873674,3372718,3372779,61,1509596
1528,873614,873674,1343923,1343983,60,470249
1529,886617,886667,2827146,2827196,50,1940479
1530,900474,900530,1969345,1969401,56,1068815
1531,902085,902141,1253262,1253318,56,351121
1532,902085,902141,3547243,3547299,56,1363548
1533,902175,902395,2113862,2114082,220,1211467
1534,902175,902429,3665662,3665916,254,1245021
1535,902175,902345,3995500,3995670,170,915267
1536,902195,902437,902226,902468,242,4008489
1537,902195,902406,902257,902468,211,4008489
1538,902195,902375,902288,902468,180,4008489
1539,902195,902344,902319,902468,149,4008489
1540,902195,902382,952869,953056,187,50487
1541,902195,902351,952900,953056,156,50549
1542,902195,902320,952931,953056,125,50611
1543,902195,902289,952962,953056,94,50673
1544,902195,902258,952993,953056,63,50735
1545,902195,902345,953209,953359,150,50864
1546,902195,902314,953240,953359,119,50926
1547,902195,902283,953271,953359,88,50988
1548,902195,902252,953302,953359,57,51050
1549,902195,902251,1264171,1264227,56,361920
1550,902195,902250,1951076,1951131,55,1048826
1551,902195,902364,2113913,2114082,169,1211549
1552,902195,902333,2113944,2114082,138,1211611
1553,902195,902302,2113975,2114082,107,1211673
1554,902195,902271,2114006,2114082,76,1211735
1555,902195,902406,2114149,2114360,211,1211743
1556,902195,902375,2114180,2114360,180,1211805
1557,902195,902344,2114211,2114360,149,1211867
1558,902195,902313,2114242,2114360,118,1211929
1559,902195,902282,2114273,2114360,87,1211991
1560,902195,902251,2114304,2114360,56,1212053
1561,902195,902305,2387957,2388067,110,1485652
1562,902195,902274,2387988,2388067,79,1485714
1563,902195,902313,2388081,2388199,118,1485768
1564,902195,902282,2388112,2388199,87,1485830
1565,902195,902251,2388143,2388199,56,1485892
1566,902195,902305,2464324,2464434,110,1562019
1567,902195,902274,2464355,2464434,79,1562081
1568,902195,902336,2464448,2464589,141,1562112
1569,902195,902305,2464479,2464589,110,1562174
1570,902195,902274,2464510,2464589,79,1562236
1571,902195,902315,2464603,2464723,120,1562288
1572,902195,902284,2464634,2464723,89,1562350
1573,902195,902253,2464665,2464723,58,1562412
1574,902195,902313,2552405,2552523,118,1650092
1575,902195,902282,2552436,2552523,87,1650154
1576,902195,902251,2552467,2552523,56,1650216
1577,902195,902251,2696921,2696977,56,1794670
1578,902195,902291,2804345,2804441,96,1902054
1579,902195,902260,2804376,2804441,65,1902116
1580,902195,902313,2852013,2852131,118,1949700
1581,902195,902282,2852044,2852131,87,1949762
1582,902195,902251,2852075,2852131,56,1949824
1583,902195,902398,3665713,3665916,203,1245041
1584,902195,902367,3665744,3665916,172,1245041
1585,902195,902336,3665775,3665916,141,1245041
1586,902195,902305,3665806,3665916,110,1245041
1587,902195,902274,3665837,3665916,79,1245041
1588,902195,902344,3665930,3666079,149,1244878
1589,902195,902313,3665961,3666079,118,1244878
1590,902195,902282,3665992,3666079,87,1244878
1591,902195,902251,3666023,3666079,56,1244878
1592,902195,902468,3687342,3687615,273,1223342
1593,902195,902468,3687373,3687646,273,1223311
1594,902195,902471,3687404,3687680,276,1223277
1595,902195,902437,3687435,3687677,242,1223280
1596,902195,902406,3687466,3687677,211,1223280
1597,902195,902375,3687497,3687677,180,1223280
1598,902195,902344,3687528,3687677,149,1223280
1599,902195,902313,3687559,3687677,118,1223280
1600,902195,902282,3687590,3687677,87,1223280
1601,902195,902251,3687621,3687677,56,1223280
1602,902195,902314,3995551,3995670,119,915287
1603,902195,902283,3995582,3995670,88,915287
1604,902195,902252,3995613,3995670,57,915287
1605,902201,902322,2804320,2804441,121,1901998
1606,902201,902468,3687317,3687584,267,1223379
1607,902204,902336,2387935,2388067,132,1485599
1608,902207,902413,952850,953056,206,50437
1609,902211,902336,2464309,2464434,125,1561973
1610,902213,902344,2388068,2388199,131,1485724
1611,902213,902367,2464435,2464589,154,1562068
1612,902213,902346,2464590,2464723,133,1562244
1613,902213,902375,3665917,3666079,162,1244896
1614,902215,902282,1264160,1264227,67,361878
1615,902215,902281,1951065,1951131,66,1048784
1616,902216,902376,953199,953359,160,50823
1617,902216,902437,2114139,2114360,221,1211702
1618,902216,902344,2552395,2552523,128,1650051
1619,902216,902282,2696911,2696977,66,1794629
1620,902216,902344,2852003,2852131,128,1949659
1621,902226,902426,2113882,2114082,200,1211456
1622,902226,902460,3665682,3665916,234,1245072
1623,902226,902376,3995520,3995670,150,915318
1624,902232,902353,2804320,2804441,121,1901967
1625,902232,902468,3687317,3687553,236,1223441
1626,902235,902367,2387935,2388067,132,1485568
1627,902238,902444,952850,953056,206,50406
1628,902242,902367,2464309,2464434,125,1561942
1629,902244,902375,2388068,2388199,131,1485693
1630,902244,902398,2464435,2464589,154,1562037
1631,902244,902377,2464590,2464723,133,1562213
1632,902244,902406,3665917,3666079,162,1244927
1633,902246,902313,1264160,1264227,67,361847
1634,902246,902312,1951065,1951131,66,1048753
1635,902247,902407,953199,953359,160,50792
1636,902247,902468,2114139,2114360,221,1211671
1637,902247,902375,2552395,2552523,128,1650020
1638,902247,902313,2696911,2696977,66,1794598
1639,902247,902375,2852003,2852131,128,1949628
1640,902257,902457,2113882,2114082,200,1211425
1641,902257,902468,3665682,3665893,211,1245126
1642,902257,902407,3995520,3995670,150,915349
1643,902263,902384,2804320,2804441,121,1901936
1644,902263,902468,3687317,3687522,205,1223503
1645,902266,902398,2387935,2388067,132,1485537
1646,902269,902468,952850,953049,199,50382
1647,902273,902398,2464309,2464434,125,1561911
1648,902275,902406,2388068,2388199,131,1485662
1649,902275,902429,2464435,2464589,154,1562006
1650,902275,902408,2464590,2464723,133,1562182
1651,902275,902437,3665917,3666079,162,1244958
1652,902277,902344,1264160,1264227,67,361816
1653,902277,902343,1951065,1951131,66,1048722
1654,902278,902438,953199,953359,160,50761
1655,902278,902468,2114139,2114329,190,1211671
1656,902278,902406,2552395,2552523,128,1649989
1657,902278,902344,2696911,2696977,66,1794567
1658,902278,902406,2852003,2852131,128,1949597
1659,902288,902468,2113882,2114062,180,1211414
1660,902288,902468,3665682,3665862,180,1245188
1661,902288,902438,3995520,3995670,150,915380
1662,902294,902415,2804320,2804441,121,1901905
1663,902294,902468,3687317,3687491,174,1223565
1664,902297,902429,2387935,2388067,132,1485506
1665,902300,902468,952850,953018,168,50382
1666,902304,902429,2464309,2464434,125,1561880
1667,902306,902437,2388068,2388199,131,1485631
1668,902306,902460,2464435,2464589,154,1561975
1669,902306,902439,2464590,2464723,133,1562151
1670,902306,902468,3665917,3666079,162,1244989
1671,902308,902375,1264160,1264227,67,361785
1672,902308,902374,1951065,1951131,66,1048691
1673,902309,902468,953199,953358,159,50731
1674,902309,902468,2114139,2114298,159,1211671
1675,902309,902437,2552395,2552523,128,1649958
1676,902309,902375,2696911,2696977,66,1794536
1677,902309,902437,2852003,2852131,128,1949566
1678,902319,902468,2113882,2114031,149,1211414
1679,902319,902468,3665682,3665831,149,1245250
1680,902319,902468,3995520,3995669,149,915412
1681,902325,902446,2804320,2804441,121,1901874
1682,902325,902468,3687317,3687460,143,1223627
1683,902328,902460,2387935,2388067,132,1485475
1684,902331,902468,952850,952987,137,50382
1685,902335,902460,2464309,2464434,125,1561849
1686,902337,902468,2388068,2388199,131,1485600
1687,902337,902468,2464435,2464566,131,1561967
1688,902337,902468,2464590,2464721,131,1562122
1689,902337,902468,3665917,3666048,131,1245051
1690,902339,902406,1264160,1264227,67,361754
1691,902339,902405,1951065,1951131,66,1048660
1692,902340,902468,953199,953327,128,50731
1693,902340,902468,2114139,2114267,128,1211671
1694,902340,902468,2552395,2552523,128,1649927
1695,902340,902406,2696911,2696977,66,1794505
1696,902340,902468,2852003,2852131,128,1949535
1697,902350,902468,2113882,2114000,118,1211414
1698,902350,902468,3665682,3665800,118,1245312
1699,902350,902468,3995520,3995638,118,915474
1700,902356,902468,2804320,2804432,112,1901852
1701,902356,902468,3687317,3687429,112,1223689
1702,902359,902468,2387935,2388044,109,1485467
1703,902362,902468,952850,952956,106,50382
1704,902366,902468,2464309,2464411,102,1561841
1705,902368,902468,2388068,2388168,100,1485600
1706,902368,902468,2464435,2464535,100,1561967
1707,902368,902468,2464590,2464690,100,1562122
1708,902368,902468,3665917,3666017,100,1245113
1709,902370,902437,1264160,1264227,67,361723
1710,902370,902436,1951065,1951131,66,1048629
1711,902371,902468,953199,953296,97,50731
1712,902371,902468,2114139,2114236,97,1211671
1713,902371,902468,2552395,2552492,97,1649927
1714,902371,902437,2696911,2696977,66,1794474
1715,902371,902468,2852003,2852100,97,1949535
1716,902381,902468,2113882,2113969,87,1211414
1717,902381,902468,3665682,3665769,87,1245374
1718,902381,902468,3995520,3995607,87,915536
